experiment_name,data_dir,img_size,batch_size,epochs_configured,epochs_trained,training_time_sec,test_loss_keras,test_accuracy_keras,test_auc_keras,test_precision_keras,test_recall_keras,accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
busi_resnet50_frozen,/Users/pepedesintas/Desktop/TFG/DDBB/BUSI_processed,"(224, 224)",16,10,10,489.64743089675903,0.4402569830417633,0.0,0.0,0.0,0.0,0.797979797979798,0.6363636363636364,0.875,0.7611940298507462,0.7368421052631579,0.9034514925373135,0.8270357538618301,0.8180970149253731,51,16,4,28
