experiment_name,data_dir,img_size,batch_size,epochs_configured,epochs_trained,training_time_sec,test_loss_keras,test_accuracy_keras,test_auc_keras,test_precision_keras,test_recall_keras,accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
resnet50_stage1_frozen,/Users/pepedesintas/Desktop/TFG/DDBB/all-mias//stage1_normal_vs_lesion,"(224, 224)",16,20,9,229.97892308235168,0.6460242867469788,0.0,0.0,0.0,0.0,0.6274509803921569,0.6444444444444445,0.90625,0.15789473684210525,0.7532467532467533,0.6151315789473684,0.716524590161861,0.5320723684210527,3,16,3,29
