experiment_name,data_dir,img_size,batch_size,initial_epochs,fine_tune_epochs,total_epochs_configured,epochs_trained,fine_tune_at_layer,training_time_sec,test_loss_keras,test_accuracy_keras,test_auc_keras,test_precision_keras,test_recall_keras,accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
cbis_ddsm_resnet50_finetuning,/Users/pepedesintas/Desktop/TFG/DDBB/CBIS_DDSM/processed,"(224, 224)",16,10,10,20,20,100,15381.315726041794,0.5668255686759949,0.0,0.0,0.0,0.0,0.7048249763481551,0.6935483870967742,0.4976851851851852,0.848,0.5795148247978437,0.7631777777777777,0.7204690561244939,0.6728425925925926,530,95,217,215
