fpr,tpr,threshold
0.0848,0.41203703703703703,0.5924178957939148
0.088,0.41203703703703703,0.5901834964752197
0.088,0.4212962962962963,0.5838009119033813
0.0896,0.4212962962962963,0.5833455324172974
0.0896,0.42592592592592593,0.5813000202178955
0.0928,0.42592592592592593,0.5755870342254639
0.0928,0.42824074074074076,0.5755690336227417
0.096,0.42824074074074076,0.5742660760879517
0.096,0.4375,0.5679006576538086
0.0976,0.4375,0.566203236579895
0.0976,0.4398148148148148,0.5637503266334534
0.1024,0.4398148148148148,0.5617210865020752
0.1024,0.44212962962962965,0.5614421963691711
0.1056,0.44212962962962965,0.5593822598457336
0.1056,0.4444444444444444,0.5593048930168152
0.1088,0.4444444444444444,0.5569219589233398
0.1088,0.4583333333333333,0.5529276132583618
0.1104,0.4583333333333333,0.5505809783935547
0.1104,0.46296296296296297,0.5470609664916992
0.1232,0.46296296296296297,0.5404133200645447
0.1232,0.4675925925925926,0.5360175967216492
0.1296,0.4675925925925926,0.5291584730148315
0.1296,0.4699074074074074,0.5286362171173096
0.1328,0.4699074074074074,0.5263492465019226
0.1328,0.47453703703703703,0.5248409509658813
0.1392,0.47453703703703703,0.5143158435821533
0.1392,0.47685185185185186,0.5133227109909058
0.1408,0.47685185185185186,0.5116402506828308
0.1408,0.48148148148148145,0.5104877352714539
0.1424,0.48148148148148145,0.5099469423294067
0.1424,0.4861111111111111,0.5091217756271362
0.144,0.4861111111111111,0.5089388489723206
0.144,0.48842592592592593,0.5061624050140381
0.1504,0.48842592592592593,0.5050602555274963
0.1504,0.49537037037037035,0.5017831325531006
0.152,0.49537037037037035,0.5015760064125061
0.152,0.4976851851851852,0.5015429854393005
0.1536,0.4976851851851852,0.4990444481372833
0.1536,0.5023148148148148,0.49805763363838196
0.1552,0.5023148148148148,0.4977552890777588
0.1552,0.5046296296296297,0.49604642391204834
0.1584,0.5046296296296297,0.49488571286201477
0.1584,0.5069444444444444,0.4945586025714874
0.16,0.5069444444444444,0.49155697226524353
0.16,0.5115740740740741,0.49073830246925354
0.1632,0.5115740740740741,0.48893630504608154
0.1632,0.5185185185185185,0.4876987934112549
0.1664,0.5185185185185185,0.4868726134300232
0.1664,0.5208333333333334,0.48657962679862976
0.168,0.5208333333333334,0.4861840605735779
0.168,0.5231481481481481,0.48551419377326965
0.1696,0.5231481481481481,0.4854908585548401
0.1696,0.5254629629629629,0.4854806065559387
0.1744,0.5254629629629629,0.4850132167339325
0.1744,0.5277777777777778,0.48431268334388733
0.1776,0.5277777777777778,0.482218474149704
0.1776,0.5300925925925926,0.4819364547729492
0.1824,0.5300925925925926,0.4801665246486664
0.1824,0.5370370370370371,0.4796734154224396
0.184,0.5370370370370371,0.47946256399154663
0.184,0.5416666666666666,0.478807657957077
0.1856,0.5416666666666666,0.4772103428840637
0.1856,0.5439814814814815,0.47675958275794983
0.1952,0.5439814814814815,0.4741779565811157
0.1952,0.5462962962962963,0.4741661548614502
0.1968,0.5462962962962963,0.4736308455467224
0.1968,0.5486111111111112,0.4734754264354706
0.1984,0.5486111111111112,0.4734272062778473
0.1984,0.5555555555555556,0.47184112668037415
0.2,0.5555555555555556,0.4715282917022705
0.2,0.5671296296296297,0.470511794090271
0.2016,0.5671296296296297,0.46936431527137756
0.2016,0.5694444444444444,0.46794962882995605
0.2048,0.5694444444444444,0.4674638509750366
0.2048,0.5717592592592593,0.4673002362251282
0.2064,0.5717592592592593,0.46575528383255005
0.2064,0.5740740740740741,0.4649823307991028
0.208,0.5740740740740741,0.464469850063324
0.208,0.5810185185185185,0.4628060758113861
0.2112,0.5810185185185185,0.46257102489471436
0.2112,0.5856481481481481,0.46230757236480713
0.2144,0.5856481481481481,0.4614424407482147
0.2144,0.5972222222222222,0.4603447914123535
0.2192,0.5972222222222222,0.45903199911117554
0.2192,0.6041666666666666,0.4559515118598938
0.2208,0.6041666666666666,0.4557192325592041
0.2208,0.6064814814814815,0.4543178081512451
0.224,0.6064814814814815,0.45376941561698914
0.224,0.6087962962962963,0.4535692632198334
0.232,0.6087962962962963,0.45231229066848755
0.232,0.6111111111111112,0.45228251814842224
0.2352,0.6111111111111112,0.4508684277534485
0.2352,0.6134259259259259,0.449377179145813
0.2384,0.6134259259259259,0.4490104913711548
0.2384,0.6157407407407407,0.44826018810272217
0.24,0.6157407407407407,0.4474601149559021
0.24,0.6180555555555556,0.4472963511943817
0.2432,0.6180555555555556,0.44665205478668213
0.2432,0.6203703703703703,0.44634687900543213
0.2608,0.6203703703703703,0.44266167283058167
0.2608,0.6273148148148148,0.44151270389556885
0.264,0.6273148148148148,0.4413122236728668
0.264,0.6296296296296297,0.44112586975097656
0.2656,0.6296296296296297,0.4406583309173584
0.2656,0.6319444444444444,0.43978258967399597
0.2672,0.6319444444444444,0.4394124150276184
0.2672,0.6435185185185185,0.43785056471824646
0.2704,0.6435185185185185,0.4375079572200775
0.2704,0.6481481481481481,0.4367695748806
0.272,0.6481481481481481,0.436766654253006
0.272,0.6550925925925926,0.43557122349739075
0.2816,0.6550925925925926,0.4339505434036255
0.2816,0.6620370370370371,0.4332663118839264
0.2832,0.6620370370370371,0.43254178762435913
0.2832,0.6643518518518519,0.43253883719444275
0.2896,0.6643518518518519,0.4323643147945404
0.2896,0.6666666666666666,0.43145376443862915
0.2944,0.6666666666666666,0.431071937084198
0.2944,0.6736111111111112,0.42977359890937805
0.296,0.6736111111111112,0.42950376868247986
0.296,0.6759259259259259,0.42923328280448914
0.2976,0.6759259259259259,0.4284568428993225
0.2976,0.6805555555555556,0.42829105257987976
0.3104,0.6805555555555556,0.42618876695632935
0.3104,0.6828703703703703,0.4258841574192047
0.3152,0.6828703703703703,0.4253154993057251
0.3152,0.6875,0.4246344268321991
0.3216,0.6875,0.42401477694511414
0.3216,0.6944444444444444,0.42210331559181213
0.3232,0.6944444444444444,0.42206886410713196
0.3232,0.6967592592592593,0.42206671833992004
0.3248,0.6967592592592593,0.42202287912368774
0.3248,0.6990740740740741,0.4217712879180908
0.3392,0.6990740740740741,0.41603854298591614
0.3392,0.7013888888888888,0.4157940745353699
0.3408,0.7013888888888888,0.4157905578613281
