accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,epoch
0.5173913240432739,0.48671671748161316,0.7206562757492065,0.5976331233978271,0.7013888955116272,0.6122449040412903,0.41935479640960693,0.6923944354057312,0.6363636255264282,0.9032257795333862,1
0.5652173757553101,0.548288106918335,0.6960806846618652,0.6358024477958679,0.7152777910232544,0.6530612111091614,0.42025089263916016,0.6905924677848816,0.6521739363670349,0.9677419066429138,2
0.6000000238418579,0.513687014579773,0.6930158138275146,0.6460674405097961,0.7986111044883728,0.6530612111091614,0.42025086283683777,0.6893096566200256,0.6521739363670349,0.9677419066429138,3
0.6217391490936279,0.5631459951400757,0.6743184924125671,0.659217894077301,0.8194444179534912,0.6530612111091614,0.4166666269302368,0.6886019110679626,0.6521739363670349,0.9677419066429138,4
0.5782608985900879,0.5158268213272095,0.692521870136261,0.6298342347145081,0.7916666865348816,0.6530612111091614,0.4184587597846985,0.6879118084907532,0.6521739363670349,0.9677419066429138,5
0.582608699798584,0.48401162028312683,0.7051481604576111,0.625,0.8333333134651184,0.6530612111091614,0.4112902879714966,0.6877639889717102,0.6521739363670349,0.9677419066429138,6
0.6000000238418579,0.5264453887939453,0.6917362213134766,0.6413043737411499,0.8194444179534912,0.6530612111091614,0.4121863543987274,0.6868705749511719,0.6521739363670349,0.9677419066429138,7
0.573913037776947,0.5185723304748535,0.686233639717102,0.6223404407501221,0.8125,0.6530612111091614,0.42204299569129944,0.6860503554344177,0.6521739363670349,0.9677419066429138,8
0.552173912525177,0.516432523727417,0.6928768157958984,0.6120218634605408,0.7777777910232544,0.6530612111091614,0.43189963698387146,0.6836207509040833,0.6521739363670349,0.9677419066429138,9
0.6000000238418579,0.5446140170097351,0.676131010055542,0.6397849321365356,0.8263888955116272,0.6530612111091614,0.4354838728904724,0.6817770004272461,0.6521739363670349,0.9677419066429138,10
0.5695652365684509,0.4953165650367737,0.7032281756401062,0.6203208565711975,0.8055555820465088,0.6530612111091614,0.43458783626556396,0.6799712181091309,0.6521739363670349,0.9677419066429138,11
0.604347825050354,0.5343992114067078,0.6736708283424377,0.6387434601783752,0.8472222089767456,0.6530612111091614,0.43637993931770325,0.6793889999389648,0.6521739363670349,0.9677419066429138,12
0.6217391490936279,0.5504279732704163,0.6803230047225952,0.6492146849632263,0.8611111044883728,0.6530612111091614,0.4444444179534912,0.678827702999115,0.6521739363670349,0.9677419066429138,13
0.6391304135322571,0.580870509147644,0.6562299132347107,0.656410276889801,0.8888888955116272,0.6530612111091614,0.4345877766609192,0.6783889532089233,0.6521739363670349,0.9677419066429138,14
0.5652173757553101,0.48708009719848633,0.6936907768249512,0.6145833134651184,0.8194444179534912,0.6530612111091614,0.4318996071815491,0.6774232983589172,0.6521739363670349,0.9677419066429138,15
0.5869565010070801,0.5130410194396973,0.6857904195785522,0.6282722353935242,0.8333333134651184,0.6530612111091614,0.4372759461402893,0.6765576601028442,0.6521739363670349,0.9677419066429138,16
0.591304361820221,0.5296753644943237,0.6716898083686829,0.6302083134651184,0.8402777910232544,0.6530612111091614,0.44354838132858276,0.675439715385437,0.6521739363670349,0.9677419066429138,17
0.613043487071991,0.6127665042877197,0.6421446204185486,0.6395938992500305,0.875,0.6530612111091614,0.4417562484741211,0.6749133467674255,0.6521739363670349,0.9677419066429138,18
