experiment_name,data_dir,img_size,batch_size,initial_epochs,fine_tune_epochs,total_epochs_configured,epochs_trained,fine_tune_at_layer,training_time_sec,test_loss_keras,test_accuracy_keras,test_auc_keras,test_precision_keras,test_recall_keras,accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
resnet50_stage1_finetuning,/Users/pepedesintas/Desktop/TFG/DDBB/all-mias/stage1_normal_vs_lesion,"(224, 224)",16,10,10,20,18,140,437.98148703575134,0.6798767447471619,0.0,0.0,0.0,0.0,0.6666666666666666,0.6530612244897959,1.0,0.10526315789473684,0.7901234567901234,0.48355263157894746,0.6186218573478532,0.5526315789473684,2,17,0,32
