precision,recall,threshold
0.4087038789025544,1.0,0.000350322
0.4090909090909091,1.0,0.00043533064
0.409478672985782,1.0,0.00051724556
0.4098671726755218,1.0,0.000765486
0.41025641025641024,1.0,0.00077921496
0.41064638783269963,1.0,0.00086896616
0.4110371075166508,1.0,0.00087004487
0.4114285714285714,1.0,0.001073967
0.41182078169685415,1.0,0.0011603927
0.4122137404580153,1.0,0.0013955196
0.41260744985673353,1.0,0.001586638
0.4130019120458891,1.0,0.0017066589
0.4133971291866029,1.0,0.0017261492
0.41379310344827586,1.0,0.0017623486
0.41418983700862894,1.0,0.002197618
0.4145873320537428,1.0,0.0030945118
0.414985590778098,1.0,0.003120335
0.4153846153846154,1.0,0.0035273652
0.4157844080846968,1.0,0.0045770896
0.4161849710982659,1.0,0.0050519872
0.4165863066538091,1.0,0.006265267
0.416988416988417,1.0,0.0064214827
0.41739130434782606,1.0,0.006465891
0.41779497098646035,1.0,0.007839172
0.4181994191674734,1.0,0.008457228
0.4186046511627907,1.0,0.009568609
0.4190106692531523,1.0,0.010673522
0.41941747572815535,1.0,0.010790505
0.4198250728862974,1.0,0.011709161
0.42023346303501946,1.0,0.01212403
0.4206426484907498,1.0,0.013542815
0.42105263157894735,1.0,0.014587205
0.4214634146341463,1.0,0.015420766
0.421875,1.0,0.016535519
0.4222873900293255,1.0,0.016853793
0.4227005870841487,1.0,0.017263757
0.42311459353574926,1.0,0.021919653
0.4235294117647059,1.0,0.02195305
0.4239450441609421,1.0,0.022858372
0.4243614931237721,1.0,0.022898933
0.4247787610619469,1.0,0.02808224
0.4251968503937008,1.0,0.030444223
0.42561576354679803,1.0,0.03131337
0.4260355029585799,1.0,0.03151605
0.42645607107601186,1.0,0.033175785
0.4258893280632411,0.9976851851851852,0.034102004
0.42631058358061324,0.9976851851851852,0.0345568
0.42574257425742573,0.9953703703703703,0.036450673
0.4251734390485629,0.9930555555555556,0.037470058
0.4255952380952381,0.9930555555555556,0.03977254
0.4260178748758689,0.9930555555555556,0.040640302
0.426441351888668,0.9930555555555556,0.041300137
0.42686567164179107,0.9930555555555556,0.042856194
0.42729083665338646,0.9930555555555556,0.044383083
0.4267198404785643,0.9907407407407407,0.04791969
0.42714570858283435,0.9907407407407407,0.049496546
0.4275724275724276,0.9907407407407407,0.05030651
0.428,0.9907407407407407,0.051324226
0.42842842842842843,0.9907407407407407,0.051832777
0.4278557114228457,0.9884259259259259,0.053382628
0.4282848545636911,0.9884259259259259,0.053512264
0.428714859437751,0.9884259259259259,0.054095756
0.4291457286432161,0.9884259259259259,0.057829518
0.4295774647887324,0.9884259259259259,0.059232373
0.42900302114803623,0.9861111111111112,0.062390395
0.4284274193548387,0.9837962962962963,0.06276964
0.42885973763874874,0.9837962962962963,0.0633731
0.4292929292929293,0.9837962962962963,0.06356906
0.42972699696663297,0.9837962962962963,0.06367179
0.43016194331983804,0.9837962962962963,0.0643764
0.43059777102330293,0.9837962962962963,0.07089021
0.43103448275862066,0.9837962962962963,0.07167498
0.43147208121827413,0.9837962962962963,0.07239637
0.43191056910569103,0.9837962962962963,0.07841349
0.4323499491353001,0.9837962962962963,0.07920488
0.43279022403258655,0.9837962962962963,0.08022333
0.4332313965341488,0.9837962962962963,0.081088655
0.4336734693877551,0.9837962962962963,0.081938334
0.4341164453524004,0.9837962962962963,0.08332816
0.434560327198364,0.9837962962962963,0.084421776
0.43398157625383826,0.9814814814814815,0.084449574
0.4344262295081967,0.9814814814814815,0.0893605
0.4348717948717949,0.9814814814814815,0.099677585
0.4353182751540041,0.9814814814814815,0.10150685
0.4357656731757451,0.9814814814814815,0.10328702
0.43621399176954734,0.9814814814814815,0.1035469
0.4356333676622039,0.9791666666666666,0.10514828
0.43608247422680413,0.9791666666666666,0.10601106
0.43653250773993807,0.9791666666666666,0.10749989
0.4369834710743802,0.9791666666666666,0.10892223
0.43743536711478803,0.9791666666666666,0.11041178
0.43788819875776397,0.9791666666666666,0.11098376
0.4383419689119171,0.9791666666666666,0.11148742
0.4387966804979253,0.9791666666666666,0.11446647
0.4392523364485981,0.9791666666666666,0.11564977
0.4397089397089397,0.9791666666666666,0.11756542
0.44016649323621226,0.9791666666666666,0.11786162
0.440625,0.9791666666666666,0.117930114
0.4410844629822732,0.9791666666666666,0.118624784
0.44154488517745305,0.9791666666666666,0.11937786
0.44096133751306166,0.9768518518518519,0.11948675
0.44142259414225943,0.9768518518518519,0.119978294
0.4418848167539267,0.9768518518518519,0.12014398
0.44234800838574423,0.9768518518518519,0.12252476
0.4428121720881427,0.9768518518518519,0.122663125
0.4432773109243697,0.9768518518518519,0.12481414
0.4437434279705573,0.9768518518518519,0.12500775
0.4442105263157895,0.9768518518518519,0.12524153
0.4446786090621707,0.9768518518518519,0.12527579
0.4451476793248945,0.9768518518518519,0.125699
0.44456177402323127,0.9745370370370371,0.12601495
0.4450317124735729,0.9745370370370371,0.12860383
0.4444444444444444,0.9722222222222222,0.1286824
0.4449152542372881,0.9722222222222222,0.1295545
0.4443266171792153,0.9699074074074074,0.1295713
0.4447983014861996,0.9699074074074074,0.13210355
0.4452709883103082,0.9699074074074074,0.13370621
0.44574468085106383,0.9699074074074074,0.13469556
0.44621938232161873,0.9699074074074074,0.1398318
0.4466950959488273,0.9699074074074074,0.14076434
0.4471718249733191,0.9699074074074074,0.14129873
0.44764957264957267,0.9699074074074074,0.14209715
0.4481283422459893,0.9699074074074074,0.14503834
0.4486081370449679,0.9699074074074074,0.1459474
0.4490889603429796,0.9699074074074074,0.14598833
0.44957081545064376,0.9699074074074074,0.14643644
0.4489795918367347,0.9675925925925926,0.14728831
0.44946236559139785,0.9675925925925926,0.14764233
0.44994617868675996,0.9675925925925926,0.14858244
0.4504310344827586,0.9675925925925926,0.15014784
0.45091693635382957,0.9675925925925926,0.15069593
0.4514038876889849,0.9675925925925926,0.15093797
0.4518918918918919,0.9675925925925926,0.15155259
0.4523809523809524,0.9675925925925926,0.15214299
0.4517876489707476,0.9652777777777778,0.15335687
0.4522776572668113,0.9652777777777778,0.15447086
0.4527687296416938,0.9652777777777778,0.15810505
0.4532608695652174,0.9652777777777778,0.15849228
0.45266594124047876,0.9629629629629629,0.15926366
0.45206971677559915,0.9606481481481481,0.15932892
0.4525627044711014,0.9606481481481481,0.16206422
0.45305676855895194,0.9606481481481481,0.16258878
0.4524590163934426,0.9583333333333334,0.16748744
0.45295404814004375,0.9583333333333334,0.16895829
0.4534501642935378,0.9583333333333334,0.17038554
0.45394736842105265,0.9583333333333334,0.17084715
0.4544456641053787,0.9583333333333334,0.17192447
0.45494505494505494,0.9583333333333334,0.17204382
0.45544554455445546,0.9583333333333334,0.1741938
0.45484581497797355,0.9560185185185185,0.17481962
0.45424476295479604,0.9537037037037037,0.17573757
0.45474613686534215,0.9537037037037037,0.1793103
0.4552486187845304,0.9537037037037037,0.1805366
0.4557522123893805,0.9537037037037037,0.18114002
0.45625692137320045,0.9537037037037037,0.1829029
0.4567627494456763,0.9537037037037037,0.1841839
0.45615982241953384,0.9513888888888888,0.18882832
0.45666666666666667,0.9513888888888888,0.18941264
0.457174638487208,0.9513888888888888,0.19017994
0.45657015590200445,0.9490740740740741,0.1915929
0.45707915273132665,0.9490740740740741,0.1930274
0.4575892857142857,0.9490740740740741,0.19351122
0.4569832402234637,0.9467592592592593,0.1954848
0.4574944071588367,0.9467592592592593,0.19758846
0.458006718924972,0.9467592592592593,0.19774066
0.4585201793721973,0.9467592592592593,0.19783573
0.4590347923681257,0.9467592592592593,0.19908713
0.45955056179775283,0.9467592592592593,0.20071541
0.45894263217097864,0.9444444444444444,0.20077518
0.4583333333333333,0.9421296296296297,0.20100744
0.4588500563697858,0.9421296296296297,0.20293397
0.45936794582392776,0.9421296296296297,0.20338874
0.4598870056497175,0.9421296296296297,0.20452756
0.4592760180995475,0.9398148148148148,0.20484883
0.45866364665911663,0.9375,0.20544375
0.45918367346938777,0.9375,0.20623921
0.45970488081725314,0.9375,0.20807795
0.4602272727272727,0.9375,0.20891574
0.46075085324232085,0.9375,0.20992672
0.4612756264236902,0.9375,0.20998967
0.4618015963511973,0.9375,0.21050416
0.4611872146118721,0.9351851851851852,0.21132553
0.4605714285714286,0.9328703703703703,0.2118298
0.4610983981693364,0.9328703703703703,0.21277876
0.46048109965635736,0.9305555555555556,0.21319366
0.4610091743119266,0.9305555555555556,0.21319377
0.46153846153846156,0.9305555555555556,0.21326801
0.46206896551724136,0.9305555555555556,0.21391633
0.4626006904487917,0.9305555555555556,0.21550007
0.4619815668202765,0.9282407407407407,0.21644448
0.46251441753171857,0.9282407407407407,0.21770662
0.4630484988452656,0.9282407407407407,0.21813004
0.4635838150289017,0.9282407407407407,0.21826158
0.46412037037037035,0.9282407407407407,0.2184149
0.4646581691772885,0.9282407407407407,0.21891184
0.4651972157772622,0.9282407407407407,0.21938147
0.4645760743321719,0.9259259259259259,0.21977863
0.46511627906976744,0.9259259259259259,0.22067486
0.46449359720605354,0.9236111111111112,0.22151434
0.46503496503496505,0.9236111111111112,0.22318253
0.46557759626604434,0.9236111111111112,0.22357522
0.4661214953271028,0.9236111111111112,0.22360061
0.4654970760233918,0.9212962962962963,0.2240915
0.46604215456674475,0.9212962962962963,0.22483684
0.46658851113716293,0.9212962962962963,0.22488806
0.4671361502347418,0.9212962962962963,0.22685505
0.46768507638072854,0.9212962962962963,0.22715607
0.4682352941176471,0.9212962962962963,0.22773778
0.46878680800942285,0.9212962962962963,0.22842698
0.4693396226415094,0.9212962962962963,0.22879751
0.46989374262101535,0.9212962962962963,0.22890037
0.47044917257683216,0.9212962962962963,0.2289649
0.4710059171597633,0.9212962962962963,0.23007552
0.471563981042654,0.9212962962962963,0.23107554
0.4721233689205219,0.9212962962962963,0.23161185
0.47268408551068886,0.9212962962962963,0.23627764
0.47324613555291317,0.9212962962962963,0.23648778
0.4726190476190476,0.9189814814814815,0.23698117
0.4731823599523242,0.9189814814814815,0.23707026
0.47255369928400953,0.9166666666666666,0.23729523
0.4731182795698925,0.9166666666666666,0.23754476
0.47368421052631576,0.9166666666666666,0.23831762
0.474251497005988,0.9166666666666666,0.23887385
0.4748201438848921,0.9166666666666666,0.24031879
0.47418967587034816,0.9143518518518519,0.24047647
0.47475961538461536,0.9143518518518519,0.24317308
0.4741275571600481,0.9120370370370371,0.24331701
0.4746987951807229,0.9120370370370371,0.24336475
0.4752714113389626,0.9120370370370371,0.24393207
0.4758454106280193,0.9120370370370371,0.24877357
0.47642079806529625,0.9120370370370371,0.249504
0.47699757869249393,0.9120370370370371,0.25095522
0.4775757575757576,0.9120370370370371,0.25288668
0.47694174757281554,0.9097222222222222,0.25371414
0.47630619684082626,0.9074074074074074,0.2551829
0.4768856447688564,0.9074074074074074,0.2552612
0.4774665042630938,0.9074074074074074,0.25642285
0.47804878048780486,0.9074074074074074,0.25680786
0.47863247863247865,0.9074074074074074,0.2570434
0.4792176039119804,0.9074074074074074,0.25721684
0.47980416156670747,0.9074074074074074,0.25722983
0.4803921568627451,0.9074074074074074,0.2592211
0.48098159509202454,0.9074074074074074,0.26015797
0.48157248157248156,0.9074074074074074,0.2607307
0.4821648216482165,0.9074074074074074,0.2609263
0.4827586206896552,0.9074074074074074,0.26153162
0.4833538840937115,0.9074074074074074,0.26343167
0.48271604938271606,0.9050925925925926,0.2648761
0.4820766378244747,0.9027777777777778,0.26511434
0.4814356435643564,0.9004629629629629,0.26789647
0.48079306071871125,0.8981481481481481,0.269478
0.4813895781637717,0.8981481481481481,0.2701795
0.48198757763975153,0.8981481481481481,0.27145943
0.48258706467661694,0.8981481481481481,0.27199617
0.48318804483188044,0.8981481481481481,0.27246797
0.4825436408977556,0.8958333333333334,0.2729426
0.48314606741573035,0.8958333333333334,0.2736387
0.48375,0.8958333333333334,0.27419186
0.48435544430538174,0.8958333333333334,0.27423772
0.4849624060150376,0.8958333333333334,0.2750121
0.48557089084065247,0.8958333333333334,0.27891758
0.4861809045226131,0.8958333333333334,0.2789348
0.48553459119496856,0.8935185185185185,0.27943054
0.48614609571788414,0.8935185185185185,0.2798237
0.48675914249684743,0.8935185185185185,0.28003275
0.4861111111111111,0.8912037037037037,0.28074917
0.48672566371681414,0.8912037037037037,0.2839721
0.4873417721518987,0.8912037037037037,0.28462785
0.4879594423320659,0.8912037037037037,0.28473642
0.4885786802030457,0.8912037037037037,0.2849966
0.4891994917407878,0.8912037037037037,0.28559536
0.48982188295165396,0.8912037037037037,0.2866568
0.489171974522293,0.8888888888888888,0.2870517
0.4885204081632653,0.8865740740740741,0.28756267
0.4891443167305236,0.8865740740740741,0.29050568
0.4884910485933504,0.8842592592592593,0.29097778
0.48911651728553135,0.8842592592592593,0.29135126
0.4897435897435897,0.8842592592592593,0.29260272
0.49037227214377405,0.8842592592592593,0.29370278
0.4897172236503856,0.8819444444444444,0.29482445
0.49034749034749037,0.8819444444444444,0.2948489
0.49097938144329895,0.8819444444444444,0.29629365
0.4916129032258065,0.8819444444444444,0.2964387
0.4909560723514212,0.8796296296296297,0.29682466
0.49159120310478654,0.8796296296296297,0.2980939
0.49222797927461137,0.8796296296296297,0.29816085
0.49286640726329445,0.8796296296296297,0.29893103
0.4935064935064935,0.8796296296296297,0.30263835
0.4928478543563069,0.8773148148148148,0.30492878
0.4934895833333333,0.8773148148148148,0.30567044
0.49282920469361147,0.875,0.30589297
0.4934725848563969,0.875,0.30724528
0.4928104575163399,0.8726851851851852,0.30738643
0.49345549738219896,0.8726851851851852,0.30911654
0.4941022280471822,0.8726851851851852,0.30931967
0.494750656167979,0.8726851851851852,0.31036267
0.49540078843626806,0.8726851851851852,0.3109626
0.49605263157894736,0.8726851851851852,0.3119272
0.49670619235836627,0.8726851851851852,0.31431368
0.4973614775725594,0.8726851851851852,0.31458113
0.49801849405548215,0.8726851851851852,0.31480283
0.49867724867724866,0.8726851851851852,0.31495136
0.49933774834437084,0.8726851851851852,0.31961304
0.5,0.8726851851851852,0.32178926
0.50066401062417,0.8726851851851852,0.3245231
0.5,0.8703703703703703,0.32527423
0.5006657789613849,0.8703703703703703,0.3254198
0.5,0.8680555555555556,0.32658288
0.4993324432576769,0.8657407407407407,0.3273922
0.5,0.8657407407407407,0.32788637
0.500669344042838,0.8657407407407407,0.3278919
0.5013404825737265,0.8657407407407407,0.32817042
0.5020134228187919,0.8657407407407407,0.32901934
0.5026881720430108,0.8657407407407407,0.32906932
0.5033647375504711,0.8657407407407407,0.32911766
0.5040431266846361,0.8657407407407407,0.32928687
0.50472334682861,0.8657407407407407,0.33019477
0.504054054054054,0.8634259259259259,0.33079034
0.503382949932341,0.8611111111111112,0.3307989
0.502710027100271,0.8587962962962963,0.33092272
0.5033921302578019,0.8587962962962963,0.3318275
0.5040760869565217,0.8587962962962963,0.3332557
0.5047619047619047,0.8587962962962963,0.33484226
0.5040871934604905,0.8564814814814815,0.33545542
0.504774897680764,0.8564814814814815,0.33557376
0.505464480874317,0.8564814814814815,0.3358831
0.506155950752394,0.8564814814814815,0.33600435
0.5068493150684932,0.8564814814814815,0.3365349
0.5075445816186557,0.8564814814814815,0.3369514
0.5068681318681318,0.8541666666666666,0.3376302
