experiment_name,data_dir,img_size,batch_size,initial_epochs,fine_tune_epochs,total_epochs_configured,epochs_trained,fine_tune_at_layer,training_time_sec,test_loss_keras,test_accuracy_keras,test_auc_keras,test_precision_keras,test_recall_keras,accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
busi_resnet50_finetuning,/Users/pepedesintas/Desktop/TFG/DDBB/BUSI_processed,"(224, 224)",16,10,10,20,20,100,1207.5918109416962,0.3847225606441498,0.0,0.0,0.0,0.0,0.8282828282828283,0.6829268292682927,0.875,0.8059701492537313,0.7671232876712328,0.9323694029850746,0.8910614413900586,0.8404850746268657,54,13,4,28
